Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Internal_Resistance_Ohm,SoH_Percent,Battery_Status,Car_Model_BYD Atto 3,Car_Model_Ford Mustang Mach-E,Car_Model_Hyundai Ioniq 5,Car_Model_Tesla Model 3,Car_Model_Wuling Air EV,Battery_Type_LFP,Battery_Type_NMC,Driving_Style_Aggressive,Driving_Style_Conservative,Driving_Style_Moderate,Thermal_Stress_Index,Monthly_Charge_Intensity,Power_Stress
60.0,65,800,26.9,0.4,2.47,0.0279,95.69,Healthy,True,False,False,False,False,True,False,False,True,False,10.76,12.121212121212121,0.068913
60.0,60,300,31.8,0.34,2.0,0.0222,98.88,Healthy,True,False,False,False,False,True,False,False,False,True,10.812000000000001,4.918032786885246,0.0444
60.0,73,984,19.1,0.78,2.15,0.0319,94.09,Healthy,True,False,False,False,False,True,False,False,True,False,14.898000000000001,13.297297297297296,0.068585
26.0,89,501,15.4,0.8,0.85,0.0279,96.41,Healthy,False,False,False,False,True,True,False,False,True,False,12.32,5.566666666666666,0.023715
88.0,15,82,21.2,0.81,0.68,0.0226,98.8,Healthy,False,True,False,False,False,False,True,True,False,False,17.172,5.125,0.015368
26.0,81,696,32.1,0.57,1.52,0.0321,94.54,Healthy,False,False,False,False,True,True,False,True,False,False,18.297,8.487804878048781,0.048791999999999995
72.6,11,133,41.4,0.59,1.8,0.025,98.36,Healthy,False,False,True,False,False,False,True,False,False,True,24.426,11.083333333333334,0.045000000000000005
60.0,15,122,14.7,0.24,1.11,0.023,98.97,Healthy,True,False,False,False,False,True,False,False,True,False,3.5279999999999996,7.625,0.02553
88.0,88,1314,20.5,0.18,1.99,0.0524,89.53,Healthy,False,True,False,False,False,False,True,False,True,False,3.69,14.764044943820224,0.10427600000000001
75.0,4,31,19.7,0.74,1.93,0.02,100.0,Healthy,False,False,False,True,False,False,True,False,False,True,14.578,6.2,0.0386
88.0,13,86,29.0,0.47,2.38,0.0245,98.81,Healthy,False,True,False,False,False,False,True,False,False,True,13.629999999999999,6.142857142857143,0.05831
88.0,65,926,32.2,0.48,0.64,0.0477,91.16,Healthy,False,True,False,False,False,False,True,False,True,False,15.456000000000001,14.030303030303031,0.030528
75.0,79,774,30.5,0.15,2.38,0.0389,93.82,Healthy,False,False,False,True,False,False,True,False,True,False,4.575,9.675,0.09258199999999998
75.0,57,609,24.3,0.95,1.26,0.045,92.1,Healthy,False,False,False,True,False,False,True,False,False,True,23.085,10.5,0.0567
75.0,57,596,23.3,0.1,2.16,0.0366,94.79,Healthy,False,False,False,True,False,False,True,False,False,True,2.33,10.275862068965518,0.079056
26.0,9,119,37.4,0.95,1.38,0.0221,98.45,Healthy,False,False,False,False,True,True,False,False,False,True,35.529999999999994,11.9,0.030498
26.0,94,1348,26.2,0.3,1.39,0.035,92.46,Healthy,False,False,False,False,True,True,False,False,True,False,7.859999999999999,14.189473684210526,0.04865
88.0,53,485,30.1,0.86,2.14,0.0413,93.01,Healthy,False,True,False,False,False,False,True,True,False,False,25.886,8.981481481481481,0.08838200000000002
75.0,79,792,26.2,0.2,2.48,0.0392,93.53,Healthy,False,False,False,True,False,False,True,False,False,True,5.24,9.9,0.097216
72.6,92,1358,14.8,1.0,0.95,0.0721,83.17,Healthy,False,False,True,False,False,False,True,False,False,True,14.8,14.602150537634408,0.068495
72.6,22,281,22.3,0.23,0.76,0.0273,97.18,Healthy,False,False,True,False,False,False,True,False,False,True,5.1290000000000004,12.217391304347826,0.020748000000000003
72.6,83,821,39.2,0.21,1.6,0.0551,87.75,Healthy,False,False,True,False,False,False,True,True,False,False,8.232000000000001,9.773809523809524,0.08816000000000002
88.0,69,1012,34.8,0.69,1.2,0.0658,84.69,Healthy,False,True,False,False,False,False,True,True,False,False,24.011999999999997,14.457142857142857,0.07895999999999999
26.0,32,189,21.8,0.3,1.97,0.0217,98.45,Healthy,False,False,False,False,True,True,False,False,True,False,6.54,5.7272727272727275,0.042749
60.0,39,228,28.4,0.43,1.66,0.0259,98.04,Healthy,True,False,False,False,False,True,False,True,False,False,12.212,5.7,0.042994
26.0,49,539,19.9,0.68,1.72,0.0247,97.46,Healthy,False,False,False,False,True,True,False,False,False,True,13.532,10.78,0.042484
75.0,77,743,26.0,0.56,2.17,0.0382,93.39,Healthy,False,False,False,True,False,False,True,False,True,False,14.560000000000002,9.525641025641026,0.082894
60.0,89,972,24.1,0.53,2.16,0.0328,93.17,Healthy,True,False,False,False,False,True,False,False,False,True,12.773000000000001,10.8,0.07084800000000001
88.0,37,474,23.5,0.83,1.73,0.0361,94.65,Healthy,False,True,False,False,False,False,True,False,False,True,19.505,12.473684210526315,0.062453
72.6,45,551,30.4,0.53,0.53,0.0365,94.72,Healthy,False,False,True,False,False,False,True,False,False,True,16.112,11.978260869565217,0.019345
88.0,55,454,13.7,0.89,1.23,0.0318,95.93,Healthy,False,True,False,False,False,False,True,False,False,True,12.193,8.107142857142858,0.039114
60.0,72,751,23.7,0.36,1.99,0.0274,95.88,Healthy,True,False,False,False,False,True,False,False,True,False,8.532,10.287671232876713,0.054526
75.0,14,92,37.7,0.17,1.74,0.0218,99.05,Healthy,False,False,False,True,False,False,True,True,False,False,6.409000000000001,6.133333333333334,0.037932
26.0,21,184,20.3,0.19,0.56,0.0196,99.63,Healthy,False,False,False,False,True,True,False,False,False,True,3.857,8.363636363636363,0.010976000000000001
75.0,13,68,11.8,0.4,1.41,0.0206,99.78,Healthy,False,False,False,True,False,False,True,False,True,False,4.720000000000001,4.857142857142857,0.029046
72.6,82,793,37.1,0.88,0.7,0.052,88.61,Healthy,False,False,True,False,False,False,True,False,False,True,32.648,9.55421686746988,0.036399999999999995
60.0,42,311,34.0,0.0,2.28,0.023,98.49,Healthy,True,False,False,False,False,True,False,False,False,True,0.0,7.232558139534884,0.052439999999999994
72.6,85,480,40.5,0.63,0.7,0.0384,94.0,Healthy,False,False,True,False,False,False,True,False,True,False,25.515,5.5813953488372094,0.026879999999999998
75.0,25,340,42.0,0.55,1.47,0.0329,95.62,Healthy,False,False,False,True,False,False,True,False,False,True,23.1,13.076923076923077,0.048362999999999996
88.0,24,128,18.6,0.35,0.8,0.0219,99.37,Healthy,False,True,False,False,False,False,True,False,False,True,6.51,5.12,0.01752
26.0,13,183,19.7,0.55,2.46,0.0225,98.77,Healthy,False,False,False,False,True,True,False,False,False,True,10.835,13.071428571428571,0.055349999999999996
60.0,12,50,20.7,0.46,2.25,0.0218,99.52,Healthy,True,False,False,False,False,True,False,True,False,False,9.522,3.8461538461538463,0.049049999999999996
75.0,57,540,32.3,0.45,1.2,0.039,92.93,Healthy,False,False,False,True,False,False,True,True,False,False,14.534999999999998,9.310344827586206,0.0468
75.0,7,59,26.4,0.43,0.64,0.0205,100.0,Healthy,False,False,False,True,False,False,True,True,False,False,11.351999999999999,7.375,0.013120000000000001
88.0,68,457,25.2,0.11,2.4,0.0311,96.64,Healthy,False,True,False,False,False,False,True,False,True,False,2.772,6.6231884057971016,0.07464
75.0,19,201,38.3,0.79,1.02,0.0296,96.94,Healthy,False,False,False,True,False,False,True,False,False,True,30.256999999999998,10.05,0.030192000000000004
26.0,14,163,29.1,0.36,2.0,0.0223,99.03,Healthy,False,False,False,False,True,True,False,False,False,True,10.476,10.866666666666667,0.0446
26.0,82,402,41.7,0.77,1.03,0.027,95.88,Healthy,False,False,False,False,True,True,False,False,False,True,32.109,4.843373493975903,0.02781
26.0,79,1069,14.6,0.31,1.98,0.0295,94.96,Healthy,False,False,False,False,True,True,False,False,True,False,4.526,13.3625,0.05841
88.0,68,407,25.7,0.42,0.57,0.0317,95.84,Healthy,False,True,False,False,False,False,True,False,False,True,10.793999999999999,5.898550724637682,0.018068999999999998
88.0,33,323,31.0,0.29,1.98,0.0283,97.55,Healthy,False,True,False,False,False,False,True,False,False,True,8.99,9.5,0.056034
72.6,27,318,31.0,0.77,1.68,0.0302,96.23,Healthy,False,False,True,False,False,False,True,False,False,True,23.87,11.357142857142858,0.050736
60.0,46,596,25.9,0.31,1.03,0.0259,96.6,Healthy,True,False,False,False,False,True,False,False,False,True,8.029,12.680851063829786,0.026677
75.0,78,523,27.3,0.92,1.7,0.0459,91.84,Healthy,False,False,False,True,False,False,True,True,False,False,25.116000000000003,6.620253164556962,0.07803
72.6,90,675,32.9,0.92,1.78,0.0475,91.19,Healthy,False,False,True,False,False,False,True,False,False,True,30.268,7.417582417582418,0.08455
72.6,52,578,29.4,0.61,1.72,0.0364,94.81,Healthy,False,False,True,False,False,False,True,False,True,False,17.933999999999997,10.90566037735849,0.062608
75.0,48,651,37.3,0.99,2.01,0.0474,91.41,Healthy,False,False,False,True,False,False,True,False,True,False,36.927,13.285714285714286,0.09527399999999998
26.0,75,567,14.5,0.38,0.53,0.0258,96.9,Healthy,False,False,False,False,True,True,False,True,False,False,5.51,7.4605263157894735,0.013674
72.6,50,604,30.9,0.79,2.06,0.0406,93.23,Healthy,False,False,True,False,False,False,True,False,False,True,24.411,11.843137254901961,0.083636
75.0,47,401,11.2,0.04,0.55,0.0295,96.3,Healthy,False,False,False,True,False,False,True,False,True,False,0.44799999999999995,8.354166666666666,0.016225
72.6,70,1031,19.4,0.79,0.73,0.0536,89.59,Healthy,False,False,True,False,False,False,True,False,True,False,15.325999999999999,14.52112676056338,0.039128
72.6,56,385,43.4,0.3,2.23,0.0399,93.35,Healthy,False,False,True,False,False,False,True,False,False,True,13.02,6.754385964912281,0.088977
72.6,1,6,27.8,0.06,0.96,0.0202,99.47,Healthy,False,False,True,False,False,False,True,False,False,True,1.668,3.0,0.019392
75.0,91,731,32.2,0.87,1.74,0.0508,90.11,Healthy,False,False,False,True,False,False,True,False,False,True,28.014000000000003,7.945652173913044,0.088392
26.0,14,160,9.1,0.54,1.77,0.0217,99.09,Healthy,False,False,False,False,True,True,False,False,True,False,4.914,10.666666666666666,0.038409
75.0,38,205,27.9,0.87,0.96,0.0272,97.04,Healthy,False,False,False,True,False,False,True,False,False,True,24.273,5.256410256410256,0.026111999999999996
75.0,14,178,30.5,0.07,1.68,0.0247,98.27,Healthy,False,False,False,True,False,False,True,True,False,False,2.1350000000000002,11.866666666666667,0.041496
26.0,5,27,30.2,0.97,1.62,0.0191,100.0,Healthy,False,False,False,False,True,True,False,False,True,False,29.293999999999997,4.5,0.030942
75.0,37,314,31.7,0.37,1.85,0.0273,97.26,Healthy,False,False,False,True,False,False,True,False,False,True,11.729,8.263157894736842,0.05050500000000001
26.0,25,355,12.4,0.41,0.8,0.0248,97.58,Healthy,False,False,False,False,True,True,False,False,True,False,5.084,13.653846153846153,0.01984
88.0,22,234,42.0,0.72,0.64,0.0334,95.64,Healthy,False,True,False,False,False,False,True,False,False,True,30.24,10.173913043478262,0.021376
88.0,53,690,26.4,0.44,1.77,0.0375,94.08,Healthy,False,True,False,False,False,False,True,False,True,False,11.616,12.777777777777779,0.066375
75.0,37,464,16.8,0.09,0.76,0.0316,96.13,Healthy,False,False,False,True,False,False,True,False,False,True,1.512,12.210526315789474,0.024016000000000003
60.0,35,510,30.2,0.46,1.74,0.0252,96.2,Healthy,True,False,False,False,False,True,False,False,False,True,13.892,14.166666666666666,0.043848
60.0,42,241,21.2,0.8,1.09,0.0234,98.47,Healthy,True,False,False,False,False,True,False,False,False,True,16.96,5.604651162790698,0.025506
75.0,25,228,25.6,0.08,1.28,0.0267,97.77,Healthy,False,False,False,True,False,False,True,False,False,True,2.048,8.76923076923077,0.034176000000000005
75.0,2,16,25.7,0.67,1.05,0.0196,100.0,Healthy,False,False,False,True,False,False,True,False,True,False,17.219,5.333333333333333,0.02058
60.0,25,193,34.8,0.09,1.58,0.021,98.96,Healthy,True,False,False,False,False,True,False,True,False,False,3.1319999999999997,7.423076923076923,0.03318
75.0,70,336,32.3,0.23,1.62,0.0287,97.37,Healthy,False,False,False,True,False,False,True,False,False,True,7.428999999999999,4.732394366197183,0.046494
60.0,22,124,35.3,0.55,1.87,0.0224,99.06,Healthy,True,False,False,False,False,True,False,True,False,False,19.415,5.391304347826087,0.041888
26.0,33,345,23.0,0.47,0.88,0.0236,98.31,Healthy,False,False,False,False,True,True,False,False,False,True,10.809999999999999,10.147058823529411,0.020768
60.0,47,432,25.7,0.91,1.69,0.0264,96.39,Healthy,True,False,False,False,False,True,False,False,False,True,23.387,9.0,0.044615999999999996
88.0,37,472,20.8,0.8,0.6,0.0347,94.57,Healthy,False,True,False,False,False,False,True,False,False,True,16.64,12.421052631578947,0.02082
88.0,45,599,24.2,0.23,1.05,0.0382,94.3,Healthy,False,True,False,False,False,False,True,False,False,True,5.566,13.021739130434783,0.04011
75.0,40,226,28.4,0.45,2.28,0.0298,96.32,Healthy,False,False,False,True,False,False,True,False,False,True,12.78,5.512195121951219,0.06794399999999999
75.0,27,199,21.9,0.26,1.86,0.026,98.1,Healthy,False,False,False,True,False,False,True,False,False,True,5.694,7.107142857142857,0.04836
26.0,10,92,26.1,0.28,0.76,0.0186,99.26,Healthy,False,False,False,False,True,True,False,False,False,True,7.308000000000001,8.363636363636363,0.014136
75.0,9,64,29.0,0.44,2.25,0.0258,98.13,Healthy,False,False,False,True,False,False,True,False,False,True,12.76,6.4,0.05805
60.0,70,288,24.9,0.98,0.9,0.0254,97.63,Healthy,True,False,False,False,False,True,False,False,True,False,24.401999999999997,4.056338028169014,0.02286
72.6,13,88,18.7,0.98,2.18,0.0236,98.32,Healthy,False,False,True,False,False,False,True,True,False,False,18.326,6.285714285714286,0.051448
72.6,70,854,29.8,0.22,1.22,0.0463,91.13,Healthy,False,False,True,False,False,False,True,False,True,False,6.556,12.028169014084508,0.056486
88.0,92,866,11.4,0.69,1.88,0.048,91.06,Healthy,False,True,False,False,False,False,True,False,False,True,7.866,9.311827956989248,0.09024
75.0,81,904,24.1,0.87,0.9,0.0508,89.56,Healthy,False,False,False,True,False,False,True,False,True,False,20.967000000000002,11.024390243902438,0.04572
72.6,72,790,43.5,0.34,1.31,0.0535,88.99,Healthy,False,False,True,False,False,False,True,False,True,False,14.790000000000001,10.821917808219178,0.07008500000000001
75.0,82,912,19.1,0.76,0.54,0.0521,89.54,Healthy,False,False,False,True,False,False,True,False,False,True,14.516000000000002,10.987951807228916,0.028134000000000003
26.0,88,402,28.9,0.6,1.44,0.0245,97.29,Healthy,False,False,False,False,True,True,False,False,False,True,17.34,4.51685393258427,0.03528
26.0,52,276,27.0,0.92,2.22,0.0262,98.6,Healthy,False,False,False,False,True,True,False,False,False,True,24.84,5.2075471698113205,0.05816400000000001
75.0,34,180,17.3,0.42,1.79,0.0241,98.88,Healthy,False,False,False,True,False,False,True,False,True,False,7.266,5.142857142857143,0.043139000000000004
72.6,28,253,23.8,0.68,0.74,0.0293,97.09,Healthy,False,False,True,False,False,False,True,False,False,True,16.184,8.724137931034482,0.021682
88.0,61,479,24.1,0.39,2.11,0.0361,94.78,Healthy,False,True,False,False,False,False,True,True,False,False,9.399000000000001,7.725806451612903,0.076171
60.0,26,304,26.8,0.3,1.12,0.021,99.96,Healthy,True,False,False,False,False,True,False,False,False,True,8.04,11.25925925925926,0.023520000000000003
26.0,37,320,30.1,0.44,1.37,0.0231,97.53,Healthy,False,False,False,False,True,True,False,False,False,True,13.244000000000002,8.421052631578947,0.031647
75.0,51,414,23.2,0.37,0.93,0.0354,94.78,Healthy,False,False,False,True,False,False,True,True,False,False,8.584,7.961538461538462,0.032922
88.0,95,1003,21.0,0.77,2.42,0.0503,89.71,Healthy,False,True,False,False,False,False,True,False,True,False,16.17,10.447916666666666,0.12172599999999999
72.6,41,605,12.5,0.24,2.27,0.0361,94.43,Healthy,False,False,True,False,False,False,True,False,False,True,3.0,14.404761904761905,0.081947
72.6,71,353,51.4,0.19,1.04,0.047,90.9,Healthy,False,False,True,False,False,False,True,True,False,False,9.766,4.902777777777778,0.04888
75.0,59,350,33.9,0.72,0.95,0.0316,96.62,Healthy,False,False,False,True,False,False,True,False,True,False,24.407999999999998,5.833333333333333,0.03002
72.6,80,677,24.1,0.84,0.59,0.0428,92.8,Healthy,False,False,True,False,False,False,True,False,False,True,20.244,8.358024691358025,0.025251999999999997
72.6,93,1277,28.4,0.29,0.68,0.0649,85.47,Healthy,False,False,True,False,False,False,True,True,False,False,8.235999999999999,13.585106382978724,0.044132000000000005
75.0,36,474,26.5,0.78,1.17,0.0326,96.14,Healthy,False,False,False,True,False,False,True,False,True,False,20.67,12.81081081081081,0.038141999999999995
75.0,50,688,17.6,0.51,1.99,0.041,93.83,Healthy,False,False,False,True,False,False,True,False,True,False,8.976,13.490196078431373,0.08159000000000001
26.0,12,63,24.4,0.69,0.74,0.0215,99.39,Healthy,False,False,False,False,True,True,False,True,False,False,16.836,4.846153846153846,0.015909999999999997
75.0,67,905,18.1,0.25,1.15,0.0414,93.12,Healthy,False,False,False,True,False,False,True,False,True,False,4.525,13.308823529411764,0.04760999999999999
88.0,41,592,3.3,0.27,1.85,0.0335,95.08,Healthy,False,True,False,False,False,False,True,False,False,True,0.891,14.095238095238095,0.06197500000000001
75.0,87,619,22.5,0.17,2.36,0.0363,94.56,Healthy,False,False,False,True,False,False,True,False,True,False,3.825,7.034090909090909,0.085668
26.0,36,326,19.4,0.52,1.94,0.0262,97.61,Healthy,False,False,False,False,True,True,False,False,False,True,10.088,8.81081081081081,0.050828
75.0,71,384,22.3,0.8,1.3,0.0348,94.87,Healthy,False,False,False,True,False,False,True,True,False,False,17.84,5.333333333333333,0.045239999999999995
60.0,51,744,31.1,0.62,1.31,0.0284,95.56,Healthy,True,False,False,False,False,True,False,False,True,False,19.282,14.307692307692308,0.037204
88.0,89,363,25.1,0.56,0.64,0.0308,96.32,Healthy,False,True,False,False,False,False,True,False,False,True,14.056000000000003,4.033333333333333,0.019712
75.0,92,411,25.7,0.31,0.76,0.0304,96.58,Healthy,False,False,False,True,False,False,True,False,False,True,7.967,4.419354838709677,0.023104
75.0,63,287,23.1,0.02,2.39,0.0294,96.65,Healthy,False,False,False,True,False,False,True,True,False,False,0.462,4.484375,0.070266
26.0,7,43,32.0,0.8,0.81,0.0192,100.0,Healthy,False,False,False,False,True,True,False,False,False,True,25.6,5.375,0.015552
60.0,29,128,44.0,0.45,0.9,0.0239,98.57,Healthy,True,False,False,False,False,True,False,True,False,False,19.8,4.266666666666667,0.02151
72.6,68,1009,19.6,0.48,1.89,0.0575,87.84,Healthy,False,False,True,False,False,False,True,True,False,False,9.408,14.623188405797102,0.108675
75.0,54,790,27.5,0.4,0.66,0.0503,89.79,Healthy,False,False,False,True,False,False,True,True,False,False,11.0,14.363636363636363,0.033198
75.0,40,336,36.1,0.36,0.66,0.0366,94.7,Healthy,False,False,False,True,False,False,True,True,False,False,12.996,8.195121951219512,0.024156
60.0,4,26,17.2,0.24,0.58,0.0189,99.45,Healthy,True,False,False,False,False,True,False,False,False,True,4.128,5.2,0.010962
72.6,1,10,8.0,0.0,0.51,0.0212,99.74,Healthy,False,False,True,False,False,False,True,True,False,False,0.0,5.0,0.010812
